date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:59:58	7713/7713	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:35%20GMT	http://results.o2cm.com/scoresheet3.asp?event=upc19&heatid=40422018	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet33319.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
13:59:58	8334/8334	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:35%20GMT	http://results.o2cm.com/scoresheet3.asp?event=upc19&heatid=4042201C	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet396c5.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
13:59:58	7716/7716	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:35%20GMT	http://results.o2cm.com/scoresheet3.asp?event=upc19&heatid=40422019	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet30ad2.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
13:59:59	7049/7049	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:36%20GMT	http://results.o2cm.com/scoresheet3.asp?event=upc19&heatid=4042204A	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet3bb30.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
13:59:59	7062/7062	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:36%20GMT	http://results.o2cm.com/scoresheet3.asp?event=upc19&heatid=40422049	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet3f16e.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
13:59:59	7698/7698	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:36%20GMT	http://results.o2cm.com/scoresheet3.asp?event=upc19&heatid=40422028	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet3d02f.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
13:59:59	8258/8258	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:37%20GMT	http://results.o2cm.com/scoresheet3.asp?event=upc19&heatid=4042202A	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet3ec8f.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:00	6567/6567	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:37%20GMT	http://results.o2cm.com/scoresheet3.asp?event=upc19&heatid=4042202C	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet358e9.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:00	9154/9154	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:37%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=40323031	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet38eea.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:00	9811/9811	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:37%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=40323010	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet36507.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:01	9509/9509	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:38%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=40323011	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet333bb.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:01	10135/10135	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:38%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=40323030	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet35117.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:01	7963/7963	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:38%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=4032284A	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet3c156.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:02	7908/7908	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:40%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=40322829	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet38fe6.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:02	6778/6778	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:40%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=4032881A	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet31592.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:02	6775/6775	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:40%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=4032283A	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet35b4c.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:03	6766/6766	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:40%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=4032283B	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet36240.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:03	7365/7365	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:41%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=40322838	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet331d1.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:03	6754/6754	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:41%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=40322839	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet3e91a.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:04	6834/6834	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:41%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=4032281C	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet31db7.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:04	7432/7432	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:41%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=40322818	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet387b9.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:04	7409/7409	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:42%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=40322819	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet328ce.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:05	6795/6795	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:42%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=4032281B	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet3a635.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:05	8003/8003	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:42%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=40322849	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet3f98b.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:05	6765/6765	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:42%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=40322848	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet38ffb.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:06	6760/6760	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:43%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=4032284C	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet3307a.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:06	6740/6740	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:43%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=40322048	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet3bf11.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:06	6765/6765	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:43%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=40322049	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet3ac37.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:07	6771/6771	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:43%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=4032204A	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet334f5.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:07	7892/7892	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:44%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=40322828	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet346a0.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:07	7283/7283	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:44%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=4032282C	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet37fc8.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
14:00:08	7891/7891	U-----	200	untouched ('OK')	text/html	date:Fri,%2022%20Nov%202019%2018:44:44%20GMT	http://results.o2cm.com/scoresheet3.asp?event=kdc19b&heatid=4032282A	C:/Users/happy/Dropbox/15112/TP/TP2/tp/results.o2cm.com/scoresheet3c715.html	(from http://results.o2cm.com/individual.asp?szLast=lin&szFirst=austin)
